p1,-q1,-r1,-s1,-p2,-q2,-r2,s2,-p3,-q3,r3,-s3,-p4,q4,-r4,-s4,-p5,-q5,r5,-s5,-p6,q6,-r6,-s6,p7,-q7,-r7,-s7,-p8,-q8,-r8,s8,-p9,-q9,-r9,s9,p10,-q10,-r10,-s10,-p11,q11,-r11,-s11,-p12,-q12,r12,-s12,-p13,q13,-r13,-s13,-p14,-q14,r14,-s14,-p15,-q15,-r15,s15,p16,-q16,-r16,-s16
-p1,-q1,-r1,s1,p2,-q2,-r2,-s2,-p3,-q3,r3,-s3,-p4,q4,-r4,-s4,-p5,q5,-r5,-s5,-p6,-q6,r6,-s6,p7,-q7,-r7,-s7,-p8,-q8,-r8,s8,p9,-q9,-r9,-s9,-p10,-q10,-r10,s10,-p11,q11,-r11,-s11,-p12,-q12,r12,-s12,-p13,-q13,r13,-s13,-p14,q14,-r14,-s14,-p15,-q15,-r15,s15,p16,-q16,-r16,-s16
-p1,-q1,r1,-s1,-p2,-q2,-r2,s2,-p3,q3,-r3,-s3,p4,-q4,-r4,-s4,p5,-q5,-r5,-s5,-p6,q6,-r6,-s6,-p7,-q7,-r7,s7,-p8,-q8,r8,-s8,-p9,-q9,-r9,s9,p10,-q10,-r10,-s10,-p11,-q11,r11,-s11,-p12,q12,-r12,-s12,-p13,q13,-r13,-s13,-p14,-q14,r14,-s14,p15,-q15,-r15,-s15,-p16,-q16,-r16,s16
